task_id,output,acceptance,task_kind,build_tool,runtime_approach,eval_ids,event_ids,lever_ids
T-J-08-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-037,EV-040,L-032
T-J-09-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-040,EV-040,L-022
T-J-09-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-031; E-040,EV-040,L-022
T-J-09-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-040,EV-040,L-022
T-J-09-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-040,EV-040,L-022
T-J-10-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-025; E-031,EV-040,L-011
T-J-10-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-025; E-031,EV-040,L-011
T-J-10-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-025; E-031,EV-040,L-011
T-J-10-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-025; E-031,EV-040,L-011
T-J-11-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-013; E-031,EV-040,L-008
T-J-11-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-013; E-031,EV-040,L-008
T-J-11-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-013; E-031,EV-040,L-008
T-J-11-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-013; E-031,EV-040,L-008
T-J-12-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-038,EV-040,L-021
T-J-12-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-031; E-038,EV-040,L-021
T-J-12-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-038,EV-040,L-021
T-J-12-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-038,EV-040,L-021
T-LEARN-01,"Input reference, provenance, policy, output, caller and outcome",No hidden chain-of-thought or raw secret dump,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-02,Content/audio/render/share/privacy/reliability labels,Reviewers select actionable root causes,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-03,Permission-checked accepted/rejected examples,Current policy and rights filter applies before reuse,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-04,Old/candidate outputs with no production writes,Candidate never changes visible card or entitlement,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-05,"Original proposal, corrected label and reason code",Disagreement can be adjudicated; no silent overwrite,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-06,"Long names, contradictions, injection and capability failures",Synthetic provenance explicit; not treated as customer demand,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-07,Dataset manifests and immutable hashes,Near duplicates cannot leak between sets,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-08,Pinned models/prompts/tools and adjudicated rubric,Compare quality and cost per accepted output,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-09,"Approved exposure, guardrails and rollback version",No self-approved production model swap,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-10,Outcome windows and eligible joins,Views/shares not substituted for adult satisfaction,Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-11,One prioritized hypothesis and assigned owner,Findings become tasks linked to exact failure examples,Pattern,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-LEARN-12,Decision record and old version archive,"Learning can reduce complexity, not only add models",Creation,M-ASTRA,Versioned datasets + reviewed routing,E-037,EV-040,L-032
T-ROUTINE-01,"Accepted priority, owner and blocker changes",Tasks and dependency status; no unapproved scope,Coordination,M-HUMAN,CI and scoped runbooks,E-001,EV-046,L-001
T-ROUTINE-02,"Top factual, tone, audio and export defects",Link failed case IDs and proposed fixes,Coordination,M-HUMAN,CI and scoped runbooks,E-037,EV-046,L-032
T-ROUTINE-03,Provider bill tie-out and cost per accepted card,"Include free family, retries, downloads and manual effort",Coordination,M-HUMAN,CI and scoped runbooks,E-043,EV-046,L-036
T-ROUTINE-04,Stuck/failed job resolution record,No silent duplicate or unbounded retry,Coordination,M-HUMAN,CI and scoped runbooks,E-030,EV-046,L-016
T-ROUTINE-05,Overdue and high-severity review assignment,Backup handles absence; timeout never auto-approves,Coordination,M-HUMAN,CI and scoped runbooks,E-041,EV-046,L-018
T-ROUTINE-06,Recovery evidence for changed layers,Restore app/config/prompt/model/asset as applicable,Coordination,M-HUMAN,CI and scoped runbooks,E-039,EV-046,L-034
T-ROUTINE-07,Pinned paired benchmark and promotion decision,No alias update automatically replaces proven version,Coordination,M-HUMAN,CI and scoped runbooks,E-053,EV-046,L-015
T-ROUTINE-08,Rights/access/cost changes and affected assets,Check Suno downloads and downstream sharing scope,Coordination,M-HUMAN,CI and scoped runbooks,E-034,EV-046,L-008
T-ROUTINE-09,Opted-in adult feedback and defect links,No child marketing consent inferred,Coordination,M-HUMAN,CI and scoped runbooks,E-050,EV-046,L-027
T-ROUTINE-10,"Missing events, rejections and privacy findings",Absent data cannot appear as healthy zero,Coordination,M-HUMAN,CI and scoped runbooks,E-035,EV-046,L-020
T-ROUTINE-11,Founder/family/admin/service permissions reconciled,Separate creator grants and administrator roles,Coordination,M-HUMAN,CI and scoped runbooks,E-003,EV-046,L-023
T-ROUTINE-12,Authorized scope and fulfillment evidence,"Cascades cover media, derivatives and eval eligibility",Coordination,M-HUMAN,CI and scoped runbooks,E-042,EV-046,L-031
T-ROUTINE-13,Keep/change/stop with sample counts and guardrails,No claim of statistically proven lift from tiny pilot,Coordination,M-HUMAN,CI and scoped runbooks,E-038,EV-046,L-021
T-ROUTINE-14,Restored planning and configuration sample,Exportable history does not rely on vendor memory,Coordination,M-HUMAN,CI and scoped runbooks,E-039,EV-046,L-034
T-ROUTINE-15,Retire/retain decision with burden and benefit,Reduce unnecessary routes and maintenance,Coordination,M-HUMAN,CI and scoped runbooks,E-054,EV-046,L-001
T-ROUTINE-16,Evidence-based readiness update,Unknowns remain unknown; controls checked in actual use,Coordination,M-HUMAN,CI and scoped runbooks,E-054,EV-046,L-022
T-DEFER-01,Approved offer and delivery promise,Standard card has meaningful personalization,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-DEFER-02,3 credits and rollover while subscribed from concept,Billing/retention terms explicitly approved before activation,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-DEFER-03,Dated activation decision,No processor or test checkout connected now,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-DEFER-04,Future idempotent ledger design,Browser success page never grants credits,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-DEFER-05,Future tested lifecycle specification,Published gift treatment preserved,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-DEFER-06,Supplier quotes and fulfillment margin,20-tag concept not advertised as fulfilled without evidence,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-DEFER-07,Authorized physical delivery pilot,Wrong-tag and revoked-card cases covered,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-DEFER-08,Scope/time cap and explicit price decision,Do not silently change locked single/monthly offer,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-DEFER-09,Later-segment research decision,Adult reference stays internal for initial customer launch,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-DEFER-10,Verified platform eligibility and cost,Browser export experience complete first,Judgment,M-HUMAN,Not activated,E-046,EV-059,L-030
T-EV-059,Versioned payment_verified event emitter and fixture,Verified provider event handled after activation; required fields transaction_id; product_id; amount; currency; dedupe_result; dedupe and privacy checks pass,Pattern,M-LUNA,Schema-validated code,E-035,EV-059,L-020
T-EV-060,Versioned subscription_state_changed event emitter and fixture,Verified lifecycle event updates ledger; required fields subscription_id; state; credits; reason_code; dedupe and privacy checks pass,Pattern,M-LUNA,Schema-validated code,E-035,EV-060,L-020
T-GAME-03,Optional simple ordered taps,Age/readability fit verified before inclusion,Creation,M-SOL,Deterministic code; no LLM per frame,E-005,EV-015,L-005
T-GAME-04,Small deck and accessible alternatives,Not mislabeled as present in reference,Creation,M-SOL,Deterministic code; no LLM per frame,E-005,EV-015,L-005
