task_id,phase,area,component_id,task,proposed_owner,status,size,depends_on,priority
T-J-11-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Music brief genre fit,Brian Lapp,Backlog,S: 1–2h proposed,T-J-11-BENCH,P1
T-J-11-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Music brief genre fit,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-12-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Experiment proposal relevance,Brian Lapp,Backlog,S: 1–2h proposed,T-J-12-DATA,P1
T-J-12-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Experiment proposal relevance",Brian Lapp,Backlog,S: 1–2h proposed,T-J-12-SPEC,P1
T-J-12-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Experiment proposal relevance,Brian Lapp,Backlog,S: 1–2h proposed,T-J-12-BENCH,P1
T-J-12-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Experiment proposal relevance,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-LEARN-01,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Create decision trace contract,Brian Lapp,Backlog,S: 1–2h proposed,T-004,P1
T-LEARN-02,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Create defect taxonomy and correction form,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-01,P1
T-LEARN-03,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Build historical replay feed,Brian Lapp,Backlog,M: 2–4h proposed,T-LEARN-02,P1
T-LEARN-04,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Build shadow comparison feed,Brian Lapp,Backlog,M: 2–4h proposed,T-LEARN-03,P1
T-LEARN-05,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Build human correction feed,Brian Lapp,Backlog,M: 2–4h proposed,T-LEARN-04,P1
T-LEARN-06,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Build synthetic edge-case feed,Brian Lapp,Backlog,M: 2–4h proposed,T-LEARN-05,P1
T-LEARN-07,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Separate train/dev/holdout by household and card,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-06,P1
T-LEARN-08,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Implement blind paired evaluation,Brian Lapp,Backlog,M: 2–4h proposed,T-LEARN-07,P1
T-LEARN-09,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Add canary promotion and stop conditions,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-08,P1
T-LEARN-10,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Connect lagged gift outcomes to decisions,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-09,P1
T-LEARN-11,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Run weekly defect-to-change review,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-10,P1
T-LEARN-12,P4 Learning and efficiency,Learning loop implementation,C-LEARN,Retire ineffective rules and experiments,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-11,P1
T-ROUTINE-01,P4 Learning and efficiency,Recurring operations,C-OPS,Weekly backlog review,Jordan,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-02,P4 Learning and efficiency,Recurring operations,C-OPS,Weekly quality review,Tim Miller,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-03,P4 Learning and efficiency,Recurring operations,C-OPS,Weekly cost reconciliation,Jordan,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-04,P4 Learning and efficiency,Recurring operations,C-OPS,Daily generation queue check,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-05,P4 Learning and efficiency,Recurring operations,C-OPS,Daily review queue check,Tim Miller,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-06,P4 Learning and efficiency,Recurring operations,C-OPS,Each release rollback drill,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-07,P4 Learning and efficiency,Recurring operations,C-OPS,Each provider/model change benchmark,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-08,P4 Learning and efficiency,Recurring operations,C-OPS,Monthly supplier terms review,Jordan,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-09,P4 Learning and efficiency,Recurring operations,C-OPS,Each gift feedback review,Tim Miller,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-10,P4 Learning and efficiency,Recurring operations,C-OPS,Weekly telemetry health review,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-11,P4 Learning and efficiency,Recurring operations,C-OPS,Monthly access review,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-12,P4 Learning and efficiency,Recurring operations,C-OPS,Each deletion request review,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-13,P4 Learning and efficiency,Recurring operations,C-OPS,Weekly experiment decision,Jordan,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-14,P4 Learning and efficiency,Recurring operations,C-OPS,Monthly restore/export check,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-15,P4 Learning and efficiency,Recurring operations,C-OPS,Quarterly unused feature review,Jordan,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-ROUTINE-16,P4 Learning and efficiency,Recurring operations,C-OPS,Six-month readiness review,Jordan,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-DEFER-01,Deferred,Deferred commercial features,C-DEFER,Confirm single-card inclusions at $4.99,Jordan,Deferred,S: 1–2h proposed,T-004,P3
T-DEFER-02,Deferred,Deferred commercial features,C-DEFER,Confirm $9.99 monthly terms,Jordan,Deferred,S: 1–2h proposed,T-DEFER-01,P3
T-DEFER-03,Deferred,Deferred commercial features,C-DEFER,Authorize Stripe work when founders are ready,Jordan,Deferred,S: 1–2h proposed,T-DEFER-02,P3
T-DEFER-04,Deferred,Deferred commercial features,C-DEFER,Plan verified payment and entitlement webhooks,Jordan,Deferred,S: 1–2h proposed,T-DEFER-03,P3
T-DEFER-05,Deferred,Deferred commercial features,C-DEFER,Plan cancellation/refund/failed-payment paths,Jordan,Deferred,S: 1–2h proposed,T-DEFER-04,P3
T-DEFER-06,Deferred,Deferred commercial features,C-DEFER,Verify physical tag pack promise and landed cost,Jordan,Deferred,S: 1–2h proposed,T-DEFER-05,P3
T-DEFER-07,Deferred,Deferred commercial features,C-DEFER,Prototype tag-to-card mapping and QR fallback,Jordan,Deferred,S: 1–2h proposed,T-DEFER-06,P3
T-DEFER-08,Deferred,Deferred commercial features,C-DEFER,Evaluate assisted creation as separate proposal,Jordan,Deferred,S: 1–2h proposed,T-DEFER-07,P3
T-DEFER-09,Deferred,Deferred commercial features,C-DEFER,Consider adult birthdays after kids proof,Jordan,Deferred,S: 1–2h proposed,T-DEFER-08,P3
T-DEFER-10,Deferred,Deferred commercial features,C-DEFER,Consider native apps and direct Story integration,Jordan,Deferred,S: 1–2h proposed,T-DEFER-09,P3
T-EV-059,Deferred,Event implementation,C-TELEM,Instrument and contract-test payment_verified,Brian Lapp,Deferred,S: 1–2h proposed,T-TELEM-04,P1
T-EV-060,Deferred,Event implementation,C-TELEM,Instrument and contract-test subscription_state_changed,Brian Lapp,Deferred,S: 1–2h proposed,T-TELEM-04,P1
T-GAME-03,Deferred,Reusable mini-game engine,C-GAME,Add replayable sequence challenge proposal,Brian Lapp,Deferred,S: 1–2h proposed,T-GAME-02,P3
T-GAME-04,Deferred,Reusable mini-game engine,C-GAME,Evaluate a memory-match game as a later module,Brian Lapp,Deferred,S: 1–2h proposed,T-GAME-03,P3
